category,message,uz-UZ,oz-UZ,ru-RU,en-US,kk-UZ,tg-TG,kz-KZ,tm-TM,kg-KG
app,"Order Date","Hujjat sanasi","Ҳужжат санаси","Дата документа",,,,,,
app,Ordered,Berilgan,Берилган,Выдан,Ordered,,,,,
app,"Order Number","Hujjat raqami","Ҳужжат рақами","Номер документа",,,,,,
app,"Order Number & Date",Qaror,Қарор,Решение,,,,,,
app,"Ordinator status",Ordinator,Ординатор,Ординатор,Ordinator,,,,,
app,Other,"Avvalgi ta'lim ma'lumoti","Аввалги таълим маълумоти","Информация о предыдущем образовании",,,,,,
app,"Other Examtable","Boshqa nazoratlar","Бошқа назоратлар","Другие контроль",,,,,,
app,"Other info placeholder","2011 - 2014, Romitan axborot texnologiyalari kolleji, K № 3508899","2011 - 2014, Ромитан ахборот технологиялари коллежи, K № 3508899","2011 - 2014, Ромитанский колледж информационных технологий, K № 3508899","2011 - 2014, Romitan College of Information Technology, K № 3508899",,,,,
app,"OTM bo‘linmalari turlari","OTM bo‘linmalari turlari","ОТМ бўлинмалари турлари","Виды подразделений ВУЗа",,,,,,
app,"OTM bo‘linma turlari","OTM bo‘linmalari turlari","ОТМ бўлинмалари турлари","Виды подразделений ВУЗа",,,,,,
app,"OTMdagi lavozimlar turlari","OTMdagi lavozimlar turlari","ОТМдаги лавозимлар турлари","Виды должностей в вузе",,,,,,
app,"OTM mulkchilik shakllari","OTM mulkchilik shakllari","ОТМ мулкчилик шакллари","Формы собственности ВУЗа",,,,,,
app,"Outgoing Exchange","Ketgan talaba","Кетган талаба","Исходящий обмен","Outgoing Exchange",,,,,
app,Outsider,"Tashqi ijrochi","Ташқи ижрочи","Внешний исполнитель",,,,,,
app,Overall,Umumiy,Умумий,Общий,,,,,,
app,Ownership,"OTM turi","OTM тури","Вид ВУЗа",,,,,,
app,O'zbekcha,O‘zbekcha,O‘zbekcha,O‘zbekcha,,,,,,
app,"O'zgarishlar tarixi","O'zgarishlar tarixi","Ўзгаришлар тарихи","История изменений","History of change",,,,,
app,O'zlashtirgan,O'zlashtirgan,Ўзлаштирган,Освоен,,,,,,
app,"O'zlashtirish ko'rsatkichi","O'zlashtirish ko'rsatkichi","Ўзлаштириш кўрсаткичи",Балл,Grade,,,,,
app,"Paid Contract Fee",To'landi,Тўланди,Оплачено,Paid,,,,,
app,"Paid Contract Fee [{code}] created successfully","Shartnoma to'lovi [{code}] muvaffaqiyatli kiritildi","Шартнома тўлови [{code}] муваффақиятли киритилди","Оплата по контракту [{code}] успешно добавлена",,,,,,
app,"Paid Contract Fee [{code}] is deleted successfully","Shartnoma to'lovi [{code}] muvaffaqiyatli o'chirildi","Шартнома тўлови [{code}] муваффақиятли ўчирилди","Оплата по контракту [{code}] успешно удалена",,,,,,
app,"Paid Contract Fee [{code}] updated successfully","Shartnoma to'lovi [{code}] muvaffaqiyatli o'zgartirildi","Шартнома тўлови [{code}] муваффақиятли ўзгартирилди","Оплата по контракту [{code}] успешно обновлена",,,,,,
app,"Paid Summa","To'langan summa","Тўланган сумма",Оплачено,"Paid Summa",,,,,
app,Parameter,"Nashr parametrlari","Нашр параметрлари","Параметры публикации",,,,,,
app,"Parameter of contract configured for this student.","Shartnoma parametrlari qayta shakllantirildi","Шартнома параметрлари қайта шакллантирилди","Изменены параметры контракта",,,,,,
app,Parent,"Ta'lim sohasi","Таълим соҳаси","Область образования",,,,,,
app,"Parent Classifier","Ota klassifikator","Ота классификатор","Родительский классификатор",,,,,,
app,"Parent Code","Ta'lim sohasi kodi","Таълим соҳаси коди","Код области образования",,,,,,
app,"Parent Phone","Ota-onasi telefoni","Ота-онаси телефони","Телефон родителей","Parent's Phone",,,,,
app,"Passed Status","O'tgan status","Ўтган статус","Полученный статус",,,,,,
app,"Passing Score","O'tish bali","Ўтиш бали","Проходной балл","Passing Score",,,,,
app,Passport,Pasport,Паспорт,Паспорт,Passport,,,,,
app,"Passport data",Pasport,Паспорт,Паспорт,Passport,,,,,
app,"Passport Information","Passport ma'lumoti","Паспорт маълумоти","Паспортные данные",,,,,,
app,"Passport information of `{name}` doctorate student updated successfully.","Ilmiy tadqiqotchi `{name}` ning  pasport ma'lumotlari muvaffaqiyatli o'zgartirildi","Илмий тадқиқотчи `{name}` нинг паспорт маълумотлари муваффақиятли ўзгартирилди","Паспортные данные соискателя `{name}` успешно обновлены",,,,,,
app,"Passport information of `{name}` employee updated successfully.","Xodim `{name}` ning pasport ma'lumotlari muvaffaqiyatli o'zgartirildi","Хадим `{name}` нинг паспорт маълумотлари муваффақиятли ўзгартирилди","Паспортные данные сотрудника `{name}` успешно обновлены",,,,,,
app,"Passport information of `{name}` student updated successfully.","`{name}` ning pasport ma'lumotlari muvaffaqiyatli o'zgartirildi","`{name}` нинг паспорт маълумотлари муваффақиятли ўзгартирилди","Паспортные данные студента `{name}` успешно обновлены",,,,,,
app,"Passport Number","Pasport raqami","Паспорт рақами","Номер паспорта","Passport Number",,,,,
app,"Passport Pin",JSHSHIR-kod,ЖШШИР-код,ПИНФЛ-код,PIN,,,,,
app,Password,Parol,Парол,Пароль,,,,,,
app,"Password Confirmation","Parol tasdig‘i","Парол тасдиғи","Подтверждение пароля",,,,,,
app,"Password Date","Parol sanasi","Парол санаси","Дата пароля","Password Date",,,,,
app,"Password for HEMIS","HEMIS uchun parol","HEMIS учун парол","Пароль для HEMIS",,,,,,
app,"Password `{name}` updated successfully.","`{name}` ning paroli muvaffaqiyatli o'zgartirildi","`{name}` нинг пароли муваффақиятли ўзгартирилди","Пароль `{name}` успешно обновлен.",,,,,,
app,"Password of {name} reset successfully","{name} paroli muvaffaqiyatli bekor qilindi","{name} пароли муваффақиятли бекор қилинди","Пароль пользователя {name} успешно сброшен",,,,,,
app,"Password Reset Date","Parolni bekor qilish sanasi","Паролни бекор қилиш санаси","Дата сброса пароля",,,,,,
app,"Password Reset Token","Parolni bekor qilish tokeni","Паролни бекор қилиш токени","Токен для сброса пароля",,,,,,
app,"Password updated successfully","Parol muvaffaqiyatli o'zgartirildi","Парол муваффақиятли ўзгартирилди","Пароль успешно обновлена",,,,,,
app,"Password Valid","Parol to'g'ri","Парол тўғри","Пароль действителен","Password Valid",,,,,
app,Path,Yo‘l,Йўл,Путь,,,,,,
app,"Patient Type","Int. mulk turi","Инт. мулк тури","Вид патента",,,,,,
app,"Payment Comment","To'lov izohi","Тўлов изоҳи","Комментарий к платежу","Payment Comment",,,,,
app,"Payment Date","To'lov sanasi","Тўлов санаси","Дата оплаты",,,,,,
app,"Payment Detail","Bajarilgan to'lov","Бажарилган тўлов","Произведенные платежи","Payment Detail",,,,,
app,"Payment Form","To‘lov shakli","Тўлов шакли","Форма оплаты",,,,,,
app,"Payment Form Name","To'lov shakli","Тўлов шакли","Форма оплаты","Payment Form",,,,,
app,"Payment Information","To'lov ma'lumotlari","Тўлов маълумотлари","Информация о платежах","Payment Information",,,,,
app,"Payment Monitoring","To'lov monitoringi","Тўлов мониторинги","Мониторинг платежей","Payment monitoring",,,,,
app,"Payment Number","Hujjat raqami","Ҳужжат рақами","Номер документа",,,,,,
app,"Payment Type",,,,,,,,,
app,Penalty,"Mening yutuqlarim","Менинг ютуқларим","Мои достижения",,,,,,
app,Percent,Foiz,Фоиз,Процент,,,,,,
app,"Percent B","B foiz","B фоиз","Процент B",,,,,,
app,"Percent C","C foiz","C фоиз","Процент C",,,,,,
app,"Perevod o'quv reja fanlari","Ko'chiriladigan o'quv reja","Кўчириладиган ўқув режа","Переводимый учебный план","Transfer curriculum",,,,,
app,"Perevod sozlamalarini tanlang","Ko'chirish sozlamalarini tanlang","Кўчириш созламаларини танланг","Выберите параметры перевода","Select transfer options",,,,,
app,Performance,O'zlashtirish,Ўзлаштириш,Успеваемость,,,,,,
app,"Performance Control Setting","Baholarni kiritishni cheklash","Баҳоларни киритишни чеклаш","Ограничить ввод успеваемости","Performance Control Setting",,,,,
app,"Performance Debtors","Akademik qarzdor","Академик қарздор","Академ. задолженность",,,,,,
app,"Performance Gpa","GPA ballar","GPA баллар","Баллы GPA",,,,,,
app,"Performance Gpa Add","GPA hisoblash","GPA ҳисоблаш","Вычисление GPA",,,,,,
app,"Performance Journal","O'zlashtirish jurnali","Ўзлаштириш журнали","Журнал успеваемости",,,,,,
app,"Performance Performance","Reyting qaydnomasi","Рейтинг қайдномаси","Рейтинговая ведомость",,,,,,
app,"Performance Ptt","Shaxsiy grafik","Шахсий график","Индивидуальный план","Self plan",,,,,
app,"Performance Ptt Edit","Shaxsiy grafik qo'shish","Шахсий график қўшиш","Добавить инд. план","Add self plan",,,,,
app,"Performance Rating Info","Guruh reyting qaydnomasi","Гуруҳ рейтинг қайдномаси","Групповой рейтинговая ведомость","Group rating sheet",,,,,
app,"Performance Rating Info Simple","Nazorat qaydnomasi","Назорат қайдномаси","Рейтинговая ведомость","Rating Sheet",,,,,
app,"Performance`{subject}` for `{group}` cannot save.","`{group}` guruhning `{subject}` fanidan yakuniy nazorat muddati o'tganligi uchun qaydnomani saqlab bo'lmaydi","`{group}` гуруҳнинг `{subject}` фанидан якуний назорат муддати ўтганлиги учун қайдномани сақлаб бўлмайди","Невозможно сохранить ведомость из-за истечения срока итогового контроля по предмету `{subject}` для группы `{group}`","Unable to save list due to expiration of final exam on subject `{subject}` for group `{group}`",,,,,
app,"Performance `{subject}` for `{group}` edited successfully.","`{group}` guruhning `{subject}` fandan o'zlashtirishi muvaffaqiyatli o'zgartirildi","`{group}` учун `{subject}` дан ўзлаштириш муваффақиятли ўзгартирилди","Успеваемость по `{subject}` для `{group}` успешно изменена",,,,,,
app,"Performance`{subject}` for `{group}` edited successfully.","`{group}` guruhining `{subject}` fanidan o'zlashtirishi muvaffaqiyatli tahrirlandi","`{group}` гуруҳининг `{subject}` фанидан ўзлаштириши муваффақиятли ўзгартирилди","Успеваемость группы `{group}` по предмету `{subject}` успешно изменен",,,,,,
app,"Performance Summary","Jamlanma qaydnoma","Жамланма қайднома","Сводная ведомость",,,,,,
app,Period,Muddat,Муддат,Период,,,,,,
app,"Permamant address","Doimiy manzil","Доимий манзил","Постоянный адрес","Permanent address",,,,,
app,"Permanent residence address","Doimiy yashash manzili","Доимий яшаш манзили","Постоянное местожительство","Permanent Residence Address",,,,,
app,"Permission to Resources","Resurslarga ruxsat","Ресурсларга рухсат","Разрешение на ресурсы",,,,,,
app,"Personal Data","Shaxsiy ma'lumotlarim","Шахсий маълумотларим","Личная информация",,,,,,
app,"Personal data service not available","Personal ma'lumotlar xizmati imkonsiz","Персонал маълумотлар хизмати имконсиз","Служба персональных данных недоступна",,,,,,
app,"Person Phone","Mas'ul shaxs telefoni","Масъул шахс телефони","Телефон отв. лица","Person Phone",,,,,
app,Phone,"Talaba telefoni (+998 xx ххх-хх-хх)","Талаба телефони (+998 xx ххх-хх-хх)","Телефон студента (+998 xx ххх-хх-хх)","Student Phone (+998 xx ххх-хх-хх)",,,,,
app,"Phone number (99 123 45 67)",Telefon,Телефон,Телефон,"Phone number",,,,,
app,"Pin Verified","PIN-kod tasdiqlandi","PIN-код тасдиқланди","PIN-код подтвержден",,,,,,
app,"Please choose subjects!","Ma'lumotnomani saqlash uchun fanlarni tanlash kerak","Маълумотномани сақлаш учун фанларни танлаш керак","Необходимо выбрать предметов, чтобы сохранить справку","You must select courses to save the transcript",,,,,
app,"Please, configure university information","Iltimos, oliy ta'lim muassasi ma'lumotlarini shakllantiring","Илтимос, олий таълим муассасаси маълумотларини шакллантиринг","Пожалуйста, настройте информацию о высшем образовательном учреждение",,,,,,
app,"Please contact us if you think this is a server error. Thank you.","Agar bu server xatosi deb o'ylasangiz, iltimos biz bilan bog'laning. Rahmat.","Агар бу сервер хатоси деб ўйласангиз, илтимос биз билан боғланинг. Раҳмат.","Свяжитесь с нами, если вы считаете, что это ошибка сервера. Спасибо.",,,,,,
app,"Please insert schedule for this week.","Iltimos, ushbu haftaga dars jadvalini kiriting","Илтимос, ушбу ҳафтага дарс жадвалини киритинг","Пожалуйста, вставьте расписание на эту неделю.",,,,,,
app,"Please, select curriculum","Iltimos o'quv rejani tanlang!","Илтимос ўқув режани танланг!","Пожалуйста выберите учебный план!","Please, select curriculum!",,,,,
app,"Please, select education year","Iltimos, o'quv yilini tanlang","Илтимос, ўқув йилини танланг","Пожалуйста, выберите учебный год","Please, select education year",,,,,
app,"Please, select group","Iltimos guruhni tanlang!","Илтимос гуруҳни танланг!","Пожалуйста выберите группу!","Please, select group!",,,,,
app,"Please, select level","Iltimos kursni tanlang!","Илтимос курсни танланг!","Пожалуйста выберите курс!","Please, select level",,,,,
app,"Please, select semester","Iltimos semestrni tanlang!","Илтимос семестрни танланг!","Пожалуйста выберите семестр!","Please, select semester!",,,,,
app,"Please, select students","Talabalarni tanlash zarur","Талабаларни танлаш зарур","Необходимо выбрать студентов","Students must be selected",,,,,
app,Position,Lavozim,Лавозим,Должность,,,,,,
app,"Position difference",Farq,Фарқ,Разница,,,,,,
app,"Position Name",Lavozim,Лавозим,Должность,,,,,,
app,Post,Post,Пост,Пост,,,,,,
app,"Post Address","Pochta manzili","Почта манзили","Почтовый адрес","Post Address",,,,,
app,Preview,Ko'rish,Кўриш,Просмотр,,,,,,
app,Print,"Chop etish","Чоп этиш",Печатать,,,,,,
app,"Print Access",Ro'yxat,Рўйхат,Список,,,,,,
app,"Print Supplement",Ilova,Илова,Приложение,Supplement,,,,,
app,Privileged,Imtiyozli,Имтиёзли,Отличием,Privileged,,,,,
app,"Procent for Current Year","To'lov foizi","Тўлов фоизи","Процент оплаты","Percentage of Payments",,,,,
app,"Professional Activity","Kasbiy faoliyati","Касбий фаолияти","Профессиональная деятельность","Professional Activity",,,,,
app,Profile,Profil,Профил,Профиль,,,,,,
app,"Profile Link","Profil linki","Профил линки","Линк профиля",,,,,,
app,Project,Loyiha,Лойиҳа,Проект,,,,,,
app,"Project Currency",Valyuta,Валюта,Валюта,,,,,,
app,"Project Executor","Loyiha ijrochisi","Лойиҳа ижрочиси","Исполнитель проекта",,,,,,
app,"Project Executors","Loyiha ijrochilari","Лойиҳа ижрочилари","Исполнители проекта",,,,,,
app,"Project Executors Information","Loyiha ijrochilari ma'lumotlari","Лойиҳа ижрочилари маълумотлари","Информация об исполнителях проекта",,,,,,
app,"Project Executor Type","Ijrochi turi","Ижрочи тури","Вид исполнителя",,,,,,
app,"Project Finance","Loyiha summasi","Лойиҳа суммаси","Сумма проекта",,,,,,
app,"Project Finance Information","Moliyaviy ma'lumotlar","Молиявий маълумотлар","Финансовая информация",,,,,,
app,"Project Finance Information `{name}` created successfully.","`{name}` nomli loyihaning moliyaviy ma'lumotlari muvaffaqiyatli yaratildi.","`{name}` номли лойиҳанинг молиявий маълумотлари муваффақиятли яратилди","Информация о финансировании проекта `{name}` успешно создана.",,,,,,
app,"Project Finance Information `{name}` deleted successfully.","`{name}` nomli loyihaning moliyaviy ma'lumotlari muvaffaqiyatli o'chirildi.","`{name}` номли лойиҳанинг молиявий маълумотлари муваффақиятли ўчирилди.","Информация о финансировании проекта `{name}` успешно удалена.",,,,,,
app,"Project Finance Information `{name}` updated successfully.","`{name}` nomli loyihaning moliyaviy ma'lumotlari muvaffaqiyatli o'zgartirildi.","`{name}` номли лойиҳанинг молиявий маълумотлари муваффақиятли ўзгартирилди","Информация о финансировании проекта `{name}` успешно обновлена.",,,,,,
app,"Project Leader","Loyiha rahbari","Лойиҳа раҳбари","Руководитель проекта",,,,,,
app,"Project Member Information `{name}` created successfully.","`{name}` nomli loyihaning ijrochilar ma'lumotlari muvaffaqiyatli yaratildi","`{name}` номил лойиҳанинг ижрочилар маълумотлари муваффақиятли яратилди","Информация об участнике проекта `{name}` успешно создана.",,,,,,
app,"Project Member Information `{name}` deleted successfully.","`{name}` nomli loyihaning ijrochilar ma'lumotlari muvaffaqiyatli o'chirildi.","`{name}` номли лойиҳанинг ижрочилар маълумотлари муваффақиятли ўзгартирилди.","Информация об участнике проекта `{name}` успешно удалена.",,,,,,
app,"Project Member Information `{name}` updated successfully.","`{name}` nomli loyihaning ijrochilar ma'lumotlari muvaffaqiyatli o'zgartirildi.","`{name}` номли лойиҳанинг ижрочилар маълумотлари муваффақиятли ўзгартирилди.","Информация об участниках проекта `{name}` успешно обновлена.",,,,,,
app,"Project Members Information","Ijrochilar ma'lumotlari","Ижрочилар маълумотлари","Данные об исполнителях",,,,,,
app,"Project `{name}` created successfully.","Loyiha `{name}` muvaffaqiyatli yaratildi","Лойиҳа `{name}` муваффақиятли яратилди","Проект `{name}` успешно создан",,,,,,
app,"Project `{name}` deleted successfully.","`{name}` nomli loyiha muvaffaqiyatli o'chirildi.","`{name}` номли лойиҳа муваффақиятли ўчирилди","Проект `{name}` успешно удален.",,,,,,
app,"Project `{name}` updated successfully.","`{name}` nomli loyiha muvaffaqiyatli o'zgartirildi.","`{name}` номли лойиҳа муваффақиятли ўзгартирилди","Проект `{name}` успешно обновлен.",,,,,,
app,"Project Number","Loyiha raqami","Лойиҳа рақами","Номер проекта",,,,,,
app,Projects,Loyihalar,Лойиҳалар,Проекты,,,,,,
app,"Projects Information","Loyihalar ma'lumotlari","Лойиҳалар маълумотлари","Информация о проектах",,,,,,
app,"Project Type","Loyiha turi","Лойиҳа тури","Вид проекта",,,,,,
app,"Property Date","Int. mulk sanasi","Инт. мулк санаси","Дата патента",,,,,,
app,"Property Publication","Intellektual mulk","Интеллектуал мулк","Интел. собственность",,,,,,
app,"Property Publication `{name}` created successfully.","`{name}` nomli Intellektual mulk muvaffaqiyatli yaratildi","`{name}` номли Интеллектуал мулк муваффақиятли яратилди","Интеллектуальная собственность `{name}` успешно создана.",,,,,,
app,"Property Publication `{name}` deleted successfully.","`{name}` nomli Intellektual mulk muvaffaqiyatli o'chirildi","`{name}` номли Интеллектуал мулк муваффақиятли ўчирилди","Интеллектуальная собственность `{name}` успешно удалена",,,,,,
app,"Property Publication `{name}` updated successfully.","`{name}` nomli Intellektual mulk muvaffaqiyatli o'zgartirildi","`{name}` номли Интеллектуал мулк муваффақиятли ўзгартирилди","Интеллектуальная собственность `{name}` успешно обновлена.",,,,,,
app,"Property PublicationProperty Publication Author Request `{name}` deleted successfully.","Intellektual mulk muallif so'rovi `{name}`muvaffaqiyatli o'chirildi","Интеллектуал мулк муаллиф сўрови `{name}` муваффақиятли ўчирилди","Запрос автора `{name}` для интеллектуальной собственности успешно удалено","Property Publication Author Request `{name}` deleted successfully.",,,,,
app,"Property Publications and Authors","Intellektual mulklar","Интеллектуал мулклар","Интеллектуальные собственности",,,,,,
app,Province,Viloyat,Вилоят,Область,,,,,,
app,"Ptt Number","Grafik raqami","График рақами","Номер плана","Plan Number",,,,,
app,Publication,Mezon,Мезон,Критерия,,,,,,
app,"Publication Criteria [{code}] created successfully","Reyting mezoni [{code}] muvaffaqiyatli yaratildi","Рейтинг мезони  [{code}] муваффақиятли яратилди","Критерия рейтинга [{code}] успешно создана",,,,,,
app,"Publication Criteria [{code}] is deleted successfully","Reyting mezoni [{code}] muvaffaqiyatli o'chirildi","Рейтинг мезони [{code}] муваффақиятли ўчирилди","Критерия рейтинга [{code}] успешно удалена",,,,,,
app,"Publication Criteria [{code}] updated successfully","Reyting mezoni [{code}] muvaffaqiyatli o'zgartirildi","Рейтинг мезони [{code}] муваффақиятли ўзгартирилди","Критерия рейтинга [{code}] успешна обновлена",,,,,,
app,"Publication Database","Xalqaro ilmiy bazalar","Халқаро илмий базалар","Научные базы",,,,,,
app,"Publication Methodical","Uslubiy nashr","Услубий нашр","Методическое издание",,,,,,
app,"Publication Methodical Type",Mezon,Мезон,Критерия,,,,,,
app,"Publication Property","Int. mulk","Инт. мулк","Инт. собственность",,,,,,
app,"Publication Property Type",Turi,Тури,Виды,,,,,,
app,"Publication Scientific","Ilmiy nashr","Илмий нашр","Научная публикация",,,,,,
app,"Publication Scientific Type",Turi,Тури,Виды,,,,,,
app,"Publication Type","Nashr toifasi","Нашр тоифаси","Категория публикации",,,,,,
app,"Publication Type Table","Nashr turi","Нашр тури","Категория публикации",,,,,,
app,"Publication Work Count","Ilmiy ishlar soni","Илмий ишлар сони","Кол-во научных работ",,,,,,
app,Publish,Yuborish,Юбориш,Отправить,,,,,,
app,Published,Nashr,Нашр,Издан,Publish,,,,,
app,"Published At",Qo'shildi,Қўшилди,Добавлен,,,,,,
app,Publisher,Nashriyot,Нашриёт,Издательство,,,,,,
app,"Qaydnoma turlari","Qaydnoma turlari","Қайднома турлари","Виды ведомостей",,,,,,
app,"Qayd raqamiga faqat raqam kiritilsin","Faqat raqam kiritilishi kerak","Фақат рақам киритилиши керак","Только цифры должны быть введены",,,,,,
app,Qid,,,,,,,,,
app,"Qoralama xabarlar yo'q","Qoralama xabarlar yo'q","Қоралама хабарлар йўқ","Черновики отсутствуют",,,,,,
app,"Qo'shimcha ma'lumotlar","Qo‘shimcha ma’lumotlar","Қўшимча маълумотлар","Дополнительная информация","Additional information",,,,,
app,Qualification,Kvalifikatsiyalar,Квалификациялар,Квалификации,,,,,,
app,"Qualification Data","Kvalifikatsiya ma'lumoti","Квалификация маълумоти","Информация о квалификации","Qualification Data",,,,,
app,"Qualification `{id}` created successfully.","Kvalifikatsiya `{id}` muvaffaqiyatli yaratildi","Квалификация `{id}` муваффақиятли яратилди","Квалификация `{id}` успешно создана",,,,,,
app,"Qualification `{id}` deleted successfully","Kvalifikatsiya `{id}` muvaffaqiyatli o'chirildi","Квалификация `{id}` муваффақиятли ўчирилди","Квалификация `{id}` успешно удалена",,,,,,
app,"Qualification `{id}` updated successfully.","Kvalifikatsiya `{id}` muvaffaqiyatli o'zgartirildi","Квалификация `{id}` муваффақиятли ўзгартирилди","Квалификация `{id}` успешно обновлена",,,,,,
app,"Qualification Name","Kvalifikatsiya nomi","Квалификация номи","Название квалификации","Qualification Name",,,,,
app,"Quantity Members","Ijrochilar soni","Ижрочилар сони","Кол-во исполнителей",,,,,,
app,Query,So‘rov,Сўров,Запрос,,,,,,
app,"Question 1
====
Variant 1
====
Variant 2
====
#Variant 3 correct
====
Variant 4
++++
Question 2",,,,,,,,,
app,"Question Count","Savollar soni","Саволлар сони","Кол-во вопросов",,,,,,
app,"Question Import","Import savol","Импорт савол","Импорт вопроса",,,,,,
app,"Question Information","Savol tarkibi","Савол таркиби","Содержание вопроса",,,,,,
app,Questions,Savollar,Саволлар,Вопросы,,,,,,
app,"Questions Count","Savollar soni","Саволлар сони","Кол-во вопросов",,,,,,
app,"Question `{title}` {action} successfully.","`{title}` nomli savol muvaffaqiyatli {action}.","`{title}` номли савол муваффақиятли {action}.","Вопрос `{title}` успешно {action}.",,,,,,
app,"Question `{title}` deleted successfully","`{title}` savol muvaffaqiyatli o'chirildi","`{title}` савол муваффақиятли ўчирилди","Вопрос `{title}` успешно удален",,,,,,
app,"Question `{title}` deleted successfully.","Savol `{title}` muvaffaqiyatli o'chirildi","Савол `{title}` муваффақиятли ўчирилди","Вопрос `{title}` успешно удален",,,,,,
app,"Question `{title}` updated successfully","Savol `{title}` muvaffaqiyatli o'zgartirildi","Савол `{title}` муваффақиятли ўзгартирилди","Вопрос `{title}` успешно обновлен",,,,,,
app,"Queue Status","Navbat holati","Навбат ҳолати","Состояние очереди",,,,,,
app,"Quiz: {name}","Savol: {name}","Савол: {name}","Вопрос: {name}",,,,,,
app,"Quota Type","Kvota turi","Квота тури","Тип квоты",,,,,,
app,Random,Tasodifiy,Тасодифий,Случайный,,,,,,
app,Rating,Reyting,Рейтинг,Рейтинг,,,,,,
app,"Rating / Ball","Reyting / Ball","Рейтинг / Балл","Рейтинг / Балл","Rating / Score",,,,,
app,"Rating Criteria Template","Reyting mezon shabloni","Рейтинг мезон шаблони","Шаблон критерий",,,,,,
app,"Rating Department","Kafedra reytingi","Кафедра рейтинги","Рейтинг кафедры",,,,,,
app,"Rating distribution","Reytingni taqsimlash","Рейтингни тақсимлаш","Распределение рейтинга",,,,,,
app,"Rating Faculty","Fakultet reytingi","Факультет рейтинги","Рейтинг факультета",,,,,,
app,"Rating Grade","Qaydnoma turi","Қайднома тури","Виды ведомостей",,,,,,
app,"Rating grades","Baholash turlari","Баҳолаш турлари","Виды оценки",,,,,,
app,"Rating Grades",Nazoratlar,Назоратлар,Экзамены,,,,,,
app,"Rating Journal","Fan baholash jurnali","Фан баҳолаш журнали","Журнал оценки предмета","Courses Rating Journal",,,,,
app,"Rating of Subject Group","Fan baholari","Фан баҳолари","Оценки предмета","Course Grades",,,,,
app,"Rating subject ""{subject}""","{subject} fanining balini kiritish","{subject} фанининг балини киритиш","Ввод баллов по {subject}",,,,,,
app,"Rating subject: {subject}","{subject} fanining balini kiritish","{subject} фанининг балини киритиш","Ввод балла по {subject}",,,,,,
app,"Rating Teacher","O'qituvchi reytingi","Ўқитувчи рейтинги","Рейтинг преподавателя",,,,,,
app,"R Count","R soni","R сони","R количество",,,,,,
app,"Read Mail","Xabarni o‘qish","Хабарни ўқиш","Читение сообщение",,,,,,
app,"Ready Invoices",Schet-faktura,Счет-фактура,Счет-фактура,Invoices,,,,,
app,"Real Acload","Aud. soat","Ауд. соат","Ауд. часы","Class hours",,,,,
app,Reason,"Asoslovchi izoh","Асословчи изоҳ",Обоснование,,,,,,
app,"Reason For Change",,,,,,,,,
app,Recalculate,Hisoblash,Ҳисоблаш,Вычислить,,,,,,
app,"ReCaptcha Key","ReCaptcha kalit","ReCaptcha калит","ReCaptcha ключ",,,,,,
app,"ReCaptcha Secret","ReCaptcha sekret","ReCaptcha секрет","ReCaptcha секрет",,,,,,
app,Recipient,"Qabul qiluvchi","Қабул қилувчи",Получатель,,,,,,
app,"Recipient Data","Qabul qiluvchi ma’lumotlari","Қабул қилувчи маълумотлари","Данные получателя",,,,,,
app,Recipients,"Qabul qiluvchilar","Қабул қилувчилар",Получатели,,,,,,
app,"Record Title","Ma'lumot sarlavhasi","Маълумот сарлавҳаси","Заголовок информации",,,,,,
app,"Record Type",,,,,,,,,
app,Rector,Rektor,Ректор,Ректор,,,,,,
app,"Rector Fullname","Rektor F.I.SH.","Ректор Ф.И.Ш.","Ф.И.О. ректора","Rector Fullname",,,,,
app,"Reference Date","Hujjat sanasi","Ҳужжат санаси","Дата справки","Doc. Date",,,,,
app,"Reference {name} created successfully","{name} raqamli ma'lumotnoma muvaffaqiyatli yaratildi","{name} рақамли маълумотнома муваффақиятли яратилди","Справка с номером {name} успешно создана","Reference {name} created successfully",,,,,
app,"Reference Number","Hujjat raqami","Ҳужжат рақами","Номер справки","Doc. Number",,,,,
app,"Refresh Weeks",Yangilash,Янгилаш,Обновить,"Refresh Weeks",,,,,
app,"Register date","Qayd sanasi","Қайд санаси",Рег.дата,"Register date",,,,,
app,"Register Date","Qayd sanasi","Қайд санаси","Дата регистрации",,,,,,
app,"Register Direction","Kafedrani registratsiya qilish","Кафедрани регистрация қилиш","Регистрация кафедры",,,,,,
app,"Registered on {date}","Registratsiya qilingan {date}","Регистрация қилинган {date}","Зарегистрирован в {date}",,,,,,
app,"Register number","Qayd raqami","Қайд рақами",Рег.номер,"Register number",,,,,
app,"Register Number","Qayd raqami","Қайд рақами","Номер регистрации",,,,,,
app,"Register Teacher","O‘qituvchini registratsiya qilish","Ўқитувчини регистрация қилиш","Регистрация преподавателя",,,,,,
app,Regrade,,,,,,,,,
app,Regular,Oddiy,Оддий,Простой,Regular,,,,,
app,"Reindex Resources","Resurslarni qayta indekslash","Ресурсларни қайта индекслаш","Переиндексация ресурсов",,,,,,
app,Rektor,Rektor,Ректор,Ректор,Rector,,,,,
app,"Rektor (direktor)","Rektor (Direktor)","Ректор (Директор)","Ректор (Директор)","Rector (Director)",,,,,
app,"Remember Me","Eslab qolish","Эслаб қолиш",Запомнить,,,,,,
